City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
603,Morgantown,US,82.63,scattered clouds,39.6295,-79.9559,Morgantown Marriott at Waterfront Place
605,Sohag,EG,89.46,broken clouds,26.557,31.6948,Civil Registry - Sohag 1
607,Male,MV,82.11,overcast clouds,4.1748,73.5089,Kurumba Maldives
610,Taos,US,82.0,clear sky,36.4072,-105.5731,El Monte Sagrado
611,Saint Pete Beach,US,92.28,broken clouds,27.7253,-82.7412,Grand Plaza Hotel - St. Pete Beach
612,Jega,NG,75.42,overcast clouds,12.2175,4.3792,ALH. Nasiru Ibrahim
613,Puerto Narino,CO,78.75,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
615,Tunceli,TR,85.06,clear sky,39.1083,39.5471,Grand Hotel Şaroğlu
618,Ranong,TH,79.5,overcast clouds,9.9658,98.6348,Tinidee Hotel@Ranong
621,Ghazipur,IN,80.78,overcast clouds,25.5833,83.5667,Gov. City Inter College Hostel
624,Magomeni,TZ,74.35,broken clouds,-6.8,39.25,Conway Hotel
625,Popondetta,PG,72.46,broken clouds,-8.7537,148.2534,Timos Transit House
629,Zhanaozen,KZ,79.95,clear sky,43.3,52.8,Hotel BasTau
630,Luanda,AO,71.6,clear sky,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
631,Shingu,JP,78.91,clear sky,33.7333,135.9833,Shingu UI Hotel
632,Chirala,IN,85.32,overcast clouds,15.8167,80.35,Hr Group Of Company
633,Ashland,US,77.67,scattered clouds,40.8167,-82.2665,Surrey Inn Hotel Ashland
637,The Valley,AI,85.82,clear sky,18.217,-63.0578,La Vue Boutique Inn
638,Bousse,BF,81.97,few clouds,12.6606,-1.8922,Maison d'hôtes EBEN-EZER DE BOUSSE
640,Tayu,ID,75.78,clear sky,-6.5397,111.0518,Pondok Pesantren Al Qowy
642,Olga,RU,71.58,broken clouds,43.7444,135.2892,Gostinitsa Rosmorport.
645,Lewistown,US,84.07,scattered clouds,40.5992,-77.5714,Quality Inn & Suites
646,Pandan,PH,82.89,overcast clouds,14.0453,124.1694,Bonifacio Lodge
648,Bud,US,82.42,clear sky,39.447,-86.1758,Ted McQuinn Trust
651,Fort Thomas,US,85.78,few clouds,39.0751,-84.4472,Residence Inn by Marriott Cincinnati Downtown/The Phelps
652,Marathon,US,73.96,clear sky,44.9,-89.7668,Rib Mountain Inn & Townhouses
653,Saint Anthony,US,82.54,haze,45.0205,-93.218,Days Hotel by Wyndham University Ave SE
655,Inirida,CO,79.02,scattered clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
658,Jiaonan,CN,75.22,light rain,35.8786,119.9753,青岛西海岸隆和福朋喜来登酒店
659,Kabala,SL,70.18,moderate rain,9.5833,-11.55,Kabala Hill View
661,Nishihara,JP,81.68,few clouds,26.1842,127.7558,DoubleTree by Hilton Hotel Naha Shuri Castle
662,Pandan Niog,PH,82.56,overcast clouds,6.2282,120.5631,
665,San Cristobal,VE,84.38,scattered clouds,7.7669,-72.225,Posada Villaven C.A.
666,Sardarshahr,IN,90.64,broken clouds,28.4333,74.4833,Hotel Raja Garden Sardarshahar
667,Westport,US,84.09,clear sky,41.1415,-73.3579,Hilton Garden Inn Norwalk
669,Pokhara,NP,73.24,overcast clouds,28.2333,83.9833,Butterfly Lodge
670,Dongsheng,CN,70.81,clear sky,39.8161,109.9776,Crowne Plaza Ordos
672,Maragogi,BR,74.82,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
674,Tikapur,NP,79.29,overcast clouds,28.5,81.1333,BANANA AGRO RESORT
675,Ammon,US,88.95,scattered clouds,43.4696,-111.9666,"Holiday Inn Express & Suites Idaho Falls, an IHG Hotel"
676,Lang Son,VN,79.2,overcast clouds,21.8333,106.7333,Mường Thanh Hotel Lạng Sơn
678,Zhaoqing,CN,83.82,broken clouds,23.0512,112.4597,七星岩旅游度假区
680,Cortez,US,89.51,clear sky,37.3489,-108.5859,Sand Canyon National 9 Inn
682,Angoche,MZ,72.27,scattered clouds,-16.2325,39.9086,Guest House HESADA
684,North Bend,US,78.93,clear sky,43.4065,-124.2243,Best Western Holiday Hotel
687,Port Blair,IN,81.84,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
688,Lagarto,BR,77.29,scattered clouds,-10.9172,-37.65,Pousada Cota
690,Tucumcari,US,94.95,scattered clouds,35.1717,-103.725,"Holiday Inn Express & Suites Tucumcari, an IHG Hotel"
695,Khandbari,NP,73.36,overcast clouds,27.3747,87.2039,Sainik Hotel And Lodge
